#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"عَجَبٌ","étonnant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936019_200106_2014_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"مُؤْمِنٌ/مُؤْمِنون","croyant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936020_200106_2014_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"نَجا/يَنْجو","être sauvé","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936021_200106_2014_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"نَجّارٌ","menuisier, charpentier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936022_200106_2015_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"أَحاطَ/يُحيطُ","encercler, entourer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936023_200106_2015_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"ارتَقى/يَرْتَقي","monter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936024_200208_2008_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"أَمْسَكَ/يُمْسِكُ","retenir, saisir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936025_200106_2015_26.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"أَمْطَرَ/يُمْطِرُ","pleuvoir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936026_200106_2015_39.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"أُنْثى/إناثٌ","femelle(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936027_200106_2015_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"جانِبٌ/جَوانِبُ","côté(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936029_200106_2015_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"ذَكَرٌ/ذُكُورٌ","mâle(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936030_200106_2016_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"رَبْوَةٌ","colline","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936031_200106_2016_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"سال/يَسيلُ","couler","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936032_200106_2016_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"طائِرٌ","oiseau","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936033_200106_2016_45.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"طوفانٌ","tempête, déluge","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936034_200106_2016_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"عالٍ/عالِيَةٌ","élevé(e)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936035_200106_2017_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"عِياذٌ","abri, refuge","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936036_200106_2017_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"فَرَّ/يَفِرُّ","s'enfuir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936037_200106_2017_23.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"مَلْجَأٌ","refuge, abri","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936038_200106_2017_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"مِنْخَلَةٌ","tamis","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936039_200106_2017_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"مَوْجٌ/أَمْواجٌ","vague(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936040_200106_2017_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"نَبَعَ/يَنْبُعُ","jaillir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936041_200106_2018_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"وَعْدٌ/وُعُودٌ","promesse(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936042_200106_2018_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::24_Tableau_59-60"
"أَشَقُّ","plus pénible","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936095_200106_2007_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"أَوى/يَأْوي","se réfugier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936096_200106_2007_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"بَلى","si (affirmatif)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936097_200106_2007_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"حالَ/يَحولُ","séparer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936098_200106_2008_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"رَكِبَ/يَرْكَبُ","s'embarquer, chevaucher","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936100_200106_2008_14.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"شَفَعَ/يَشْفَعُ","intervenir, intercéder","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936101_200106_2008_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"عاصِمٌ","protecteur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936102_200106_2008_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"عَصَمَ/يَعْصِمُ","protéger","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936103_200106_2008_43.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"مُغْرَقٌ/مُغْرَقون","noyé(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936104_200106_2008_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"يا بُنَيَّ","mon enfant (mon petit, mon chéri), diminutif affectueux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936105_200106_2009_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"أَحْكَمُ الحاكِمينَ","le plus Sage des juges","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936106_200106_2009_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"تَنَبَّهَ/يَتَنَبَّهُ","faire attention à","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936107_200106_2009_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"خاسِرٌ/خاسِرون","perdant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936108_200106_2009_56.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"شَفاعَةٌ","intercession","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936109_200106_2010_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"عاذَ/يَعوذُ بِه","demander la protection de","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936110_200106_2010_14.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"قَبِلَ/يَقْبَلُ","accepter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936111_200106_2010_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"نَبَّهَ/يُنَبِّهُ","alerter, attirer l'attention","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936112_200106_2010_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"نَسَبٌ/أَنْسابٌ","parenté(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936113_200106_2010_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"وَعَظَ/يَعِظُ","sermonner, prêcher","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936114_200106_2010_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"استَوى/ يَسْتَوي","s'établir, être égal","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936115_200208_2006_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"بُعْداً","qu'il périsse","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936116_200106_2011_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"جودِيّ","(al) Djoudi (nom d'une montagne)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936117_200106_2011_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"غارَ/يَغور","s'infiltrer, s'enfoncer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936118_200106_2011_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"غَرِقَ/يَغْرِقُ","se noyer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936120_200106_2011_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"مَلأَ/يَمْلأُ","remplir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936121_200106_2011_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"هَبَطَ/يَهْبِطُ","descendre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936122_200106_2012_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::25_Tableau_61-63"
"إبِلٌ","dromadaires, chameaux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936155_200106_2002_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"بُسْتانٌ/بَساتينُ","verger(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936156_200106_2002_34.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"جِسْمٌ/أَجْسامٌ","corps","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936157_200106_2002_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"حَديدٌ","fer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936158_200106_2002_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"خَضْراءُ","verte","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936160_200106_2003_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"خَيلٌ/خُيُولٌ","chevaux, cavalerie","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936161_200106_2003_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"عادٌ","Aad (peuple)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936162_200106_2003_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"عاصِفَةٌ/عَواصِفُ","tempête(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936163_200106_2003_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"غَنَمٌ","race ovine, moutons","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936164_200106_2003_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"مَرْعى/مَراعٍ","pâturage(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936165_200106_2003_56.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"مَنْظَرٌ/مَناظِرُ","spectacle(s), vue(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936166_200106_2004_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"مَيدانٌ","lice, champ de course,terrain","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936167_200106_2004_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"وادٍ (الوادي)/أَوْدِيَةٌ","vallée(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936168_200106_2004_28.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"أَثَرٌ/آثارٌ","trace(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936169_200106_2004_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"غَبِيٌّ/أَغْبِياءُ","sot(s), stupide(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936170_200106_2004_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"كُفْرانٌ","ingratitude","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936171_200106_2004_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"نَحَتَ/يَنْحِتُ","sculpter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936172_200106_2005_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"نِعْمَةٌ/نِعَمٌ","bienfait(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936173_200106_2005_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"أَفْسَدَ/يُفْسِدُ","abîmer, corrompre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936174_200106_2005_28.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"أَهْلَكَ/يُهْلِكُ","anéantir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936175_200106_2005_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"حارَبَ/يُحارِبُ","combattre, guerroyer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936176_200106_2005_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"حِسابٌ","calcul, compte (jugement)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936177_200106_2006_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"ذَليلٌ/أَذِلَّةٌ","humilié(s), bas","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936178_200106_2006_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"عُدْوانٌ","injustice","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936179_200106_2006_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"فيلٌ","éléphant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936180_200106_2006_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"هائِجٌ","déchaîné","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936181_200106_2006_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"وَبالٌ","fléau, malheur","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936182_200106_2006_52.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"وَحْشٌ/وُحوشٌ","bête(s) sauvage(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936183_200106_2007_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::26_Tableau_64-66"
"أَكْلٌ","nourriture","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936229_200106_1957_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"بِناءٌ/أَبْنِيَةٌ","construction(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936231_200106_1957_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"خالٍ","vide","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936233_200106_1957_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"رَفيعٌ","luxueux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936235_200106_1957_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"ساكِنٌ/سُكّانٌ","habitant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936237_200106_1958_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"شُرْبٌ","boisson","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936238_200106_1958_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"ضاعَ/يَضيعُ","se perdre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936240_200106_1958_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"طينٌ","argile, boue, mortier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936241_200106_1958_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"فَخِرَ/يَفْخَرُ","être fier, s'enorgueillir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936242_200106_1958_43.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"لَعِبٌ/أَلْعابٌ","jeu(x)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936243_200106_1958_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"لَهْوٌ","distraction","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936245_200106_1959_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"مُرْتَفِعٌ","élevé(e)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936246_200106_1959_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"واسِعٌ","grand(e), spacieux(se), large","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936248_200106_1959_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"استَعْمَلَ/يَسْتَعْمِلُ","utiliser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936249_200106_1959_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"شَريفٌ/شُرَفاءُ/أَشْرافٌ","noble(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936251_200106_1959_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"صَلاحٌ","piété","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936252_200106_1959_58.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"نَشَأَ/ يَنْشَأُ","grandir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936253_200106_2000_08.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"هودٌ","Houd","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936254_200106_2000_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"وُلِدَ/يولَدُ","être né, naître","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936255_200106_2000_26.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"أَجَلُّ","plus grand, important","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936256_200106_2000_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"أَذَلُّ","plus vil, bas","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936257_200106_2000_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"تَبِعَ/يَتْبَعُ","suivre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936258_200106_2000_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"خَليفَةٌ/خُلَفاءُ","successeur(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936259_200106_2001_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"رَمى/يَرْمي","Jeter, lancer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936260_200106_2001_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"ظِلٌّ/ظِلالٌ","ombre(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936261_200106_2001_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"عَظْمٌ/عِظامٌ","os","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936262_200106_2001_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"فارَقَ/يُفارِقُ","quitter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936263_200106_2001_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"قُوَّةٌ","force","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936264_200106_2002_04.mp3]","Qissas_an-nabiyîn_(3ème_année)::27_Tableau_67-69"
"حَياةٌ","vie","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936381_200106_1938_39.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"سَفيهٌ/سُفَهاءُ","sot(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936382_200106_1938_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"ضاقَ/يَضيقُ","être étroit, gêné","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936383_200106_1938_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"مَجْنونٌ/مَجانِينُ","fou(s), possédé(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936384_200106_1939_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"رِفْقٌ","douceur, gentillesse","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936385_200106_1939_19.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"عَجِبَ/يَعْجَبُ","S'étonner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936386_200106_1939_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"فَطَرَ/يَفْطُرُ","fendre, créer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936387_200106_1939_39.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"نَقَصَ/يَنْقُصُ","diminuer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936388_200106_1939_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"إِذْنٌ","permission","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936389_200106_1939_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"أَصابَ/يُصيبُ","atteindre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936390_200106_1940_10.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"إيمانٌ","foi","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936391_200106_1940_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"تَحْتَ","sous","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936392_200106_1940_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"تَوَكَّلَ/يَتَوَكَّلُ","s'en remettre à","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936393_200106_1940_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"سَقَطَ/يَسْقُطُ","tomber","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936394_200106_1941_00.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"ضَرٌّ","mal","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936395_200106_1941_10.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"عَجَزَ/يَعْجِزُ","être incapable de","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936396_200106_1941_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"كادَ/يَكيدُ","ruser, comploter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936397_200106_1956_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"نَفْعٌ","bien","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936399_200106_1956_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"وَرَقَةٌ","feuille","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936400_200106_1956_56.mp3]","Qissas_an-nabiyîn_(3ème_année)::28_Tableau_70-72"
"بَيِّنَةٌ/بَيِّناتٌ","preuve(s) évidente(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936585_200106_1932_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"جَديدٌ","nouveau","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936586_200106_1932_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"جَراءَةٌ-جُرْأَةٌ","audace, témérité","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936587_200106_1933_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"دَليلٌ","preuve","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936588_200106_1933_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"عِنادٌ","entêtement, rebellion","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936589_200106_1933_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"قائِلٌ","qui dit (quelqu'un,n'importe qui)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936590_200106_1933_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"قَولٌ","parole","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936591_200106_1933_43.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"استَغاثَ/يَسْتَغيثُ","appeler au secours","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936592_200208_2004_07.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"أَظْلَمَ/يُظْلِمُ","s'assombrir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936593_200106_1934_02.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"اعتَنَقَ/يَعْتَنِقُ","se prendre par le cou, s'embrasser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936594_200106_1934_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"أَغْلَقَ/يُغْلِقُ","fermer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936595_200106_1934_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"بومٌ","hibou","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936596_200106_1934_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
"ثَمانٍ(الثّماني)/ثَمانِيَةٌ","huit","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129936597_200106_1934_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::29_Tableau_73-74"
