#separator:comma
#html:true
#tags column:4
#columns:Learnable,Definition,Audio,Level tags
"بَريءٌ/أَبْرِياءُ","innocent(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934069_200107_1531_17.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"جَمالٌ","beauté","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934071_200107_1531_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"خاطِئٌ","fautif","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934072_200107_1531_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"خانَ/يَخونُ","tromper","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934073_200107_1532_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"خِيانَةٌ","tromperie","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934074_200107_1542_14.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"راوَدَ/يُراوِدُ","exiger qqc à qqn","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934075_200107_1542_23.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"سِجْنٌ/سُجُونٌ","prison(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934078_200107_1542_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"شَكا/يَشْكو","se plaindre, exposer son cas","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934080_200107_1542_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"كاذِبٌ/كاذِبٌون","menteur(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934081_200107_1542_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"كَريمٌ/كِرامٌ","noble(s), généreux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934082_200107_1543_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"كَلاّ","non, pas du tout","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934083_200107_1543_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"مَلَكٌ/مَلائِكَةٌ","ange(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934086_200107_1543_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"وَفاءٌ","fidélité, acquittement","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934088_200107_1543_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::09_Tableau_21-24"
"آدَمُ","Adam","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934292_200106_2053_02.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"اسْتَحَقَّ/يَسْتَحِقُّ","mériter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934294_200208_2035_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"أَهْلٌ/أَهْلٌون","gens, épouse,  famille, habitants","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934298_200106_2053_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"بَحْرٌ/بِحارٌ","mer(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934301_200106_2053_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"بَرٌّ","terre, bienfaisant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934303_200106_2053_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"تَأْويلٌ","interprétation","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934305_200106_2053_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"جادَ/يَجودُ","etre bon, généreux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934307_200106_2054_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"جَريءٌ","brave","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934308_200106_2054_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"جَهَرَ/يَجْهَرُ","proclamer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934310_200106_2054_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"جَوّادٌ","généreux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934312_200106_2055_04.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"حُرٌّ/أَحْرارٌ","libre(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934314_200106_2055_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"حَقٌّ/حُقُوقٌ","vérité(s), droit(s), certitude","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934316_200106_2055_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"حَمَلَ/يَحْمِلُ","porter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934318_200106_2055_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"خُبْزٌ","pain","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934319_200106_2055_40.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"خَمْرٌ","vin","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934321_200106_2055_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"خَيْرٌ","bien","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934323_200106_2056_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"رَأْسٌ/رُؤُوسٌ","tête(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934325_200106_2056_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"رَحْمَةٌ","clémence","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934327_200106_2056_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"رَحيمٌ/رُحَماءُ","clément(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934328_200106_2056_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"رِزْقٌ/أَرْزاقٌ","subsistance","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934329_200106_2057_07.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"زَمانٌ/أَزْمِنَةٌ","temps","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934330_200106_2057_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"سَخِيٌّ","généreux, prodigue","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934332_200106_2057_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"صَدْرٌ/صُدُورٌ","poitrine(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934333_200106_2057_36.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"ضَحِكَ/يَضْحَكُ","rire","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934335_200106_2057_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"طَيْرٌ/طُيُورٌ","oiseau(x)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934337_200106_2057_56.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"عالِمٌ/عُلَماءُ","savant(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934342_200106_2114_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"عَبْدٌ/عِبادٌ","serviteur(s), esclave(s), homme(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934344_200106_2058_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"عَصَرَ/يَعْصِرُ","presser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934346_200106_2058_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"عَظَّم/يُعَظِّمُ","donner de l’importance, vénérer, honorer,respecter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934348_200106_2058_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"عَظيمٌ/عُظَماءُ","immense(s), grand(s), redoutable","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934349_200106_2058_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"غَيْرٌ","autre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934350_200106_2058_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"فَقيرٌ/فُقَراءُ","pauvre(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934352_200106_2059_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"فَوْق","sur, au-dessus","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934353_200106_2059_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"قَصَّ/يَقُصُّ","raconter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934354_200106_2059_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"مَطَرٌ/أَمْطارٌ","pluie(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934356_200106_2059_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"مَكانٌ","endroit","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934358_200106_2059_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"مَوْعِظَةٌ/مَواعِظُ","sermon(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934360_200106_2059_57.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"اسْتَعْجَلَ/يَسْتَعْجِلُ","se presser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934362_200208_2030_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"أَطاعَ/يُطيعُ","obéir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934364_200106_2100_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"اطْمَأَنَّ/يَطْمَئِنُّ","se tranquilliser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934366_200106_2100_24.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"بَدَأَ/يَبْدَأُ","débuter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934368_200106_2100_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"حاجَةٌ/حاجَات/حَوائِجُ","besoin(s), demande(s), manque","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934370_200106_2100_43.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"حِكْمَةٌ/حِكَمٌ","sagesse(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934371_200106_2100_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"خَضَعَ/يَخْضَعُ","se soumettre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934373_200106_2101_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"ساقَ/يَسوقُ","conduire","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934375_200106_2101_13.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"صاحِبٌ/أَصْحابٌ/صَحْبٌ","ami(s), compagnon(s), celui qui a","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934378_200106_2101_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"عَلَّمَ/يُعَلِّمُ","enseigner","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934380_200106_2101_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"فُرْصَةٌ","occasion","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934381_200106_2101_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"لانَ/يَلينُ","s’adoucir, être souple","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934383_200106_2101_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"لَوْ","si","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934667_200106_2101_58.mp3]","Qissas_an-nabiyîn_(3ème_année)::10_Tableau_25-26"
"اتَّبَعَ/يَتَّبِعُ","suivre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934704_200208_2028_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَرَى/يُرِي","faire voir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934705_200106_2102_45.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَشْرَكَ/يُشْرِكُ","associer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934706_200106_2102_55.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَمْ","ou","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934707_200106_2103_22.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"إِيّاهُ","lui","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934709_200106_2103_35.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"تَوْحيدٌ","unicité","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934710_200106_2104_02.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"حُكْمٌ/أَحْكامٌ","jugement(s), décision(s), savoir","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934711_200106_2104_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"دونَ","en dessous","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934712_200106_2104_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"دينٌ/أَدْيانٌ","religion(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934713_200106_2104_38.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"سَماءٌ/سَماواتٌ","ciel, cieux","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934714_200106_2104_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"سَمّى/يُسَمّي","nommer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934715_200106_2105_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"شِرْكٌ","association, polythéisme","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934716_200106_2105_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"شَكَرَ/يَشْكُرُ","remercier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934717_200106_2105_25.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"فَضْلٌ","bienfait","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934718_200106_2105_33.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"فَقَطْ","seulement, rien que","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934719_200106_2105_42.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"قَهّار","(le) Tout-Puissant","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934720_200106_2105_52.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"قَيِّمٌ","précieux, droit","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934721_200106_2106_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"لا... إِلاّ","ne...que","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934722_200106_2106_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"مُتَفَرِّقٌ","différent, divisé, séparé","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934723_200106_2106_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"مِلَّةٌ/مِلَلٌ","religion(s), dogme(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934724_200106_2106_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"مُلْكٌ","royauté, pouvoir,propriété","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934725_200106_2107_06.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"واحِد","(l’) Unique","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934726_200106_2107_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"وَقَفَ/يَقِفُ","s’arrêter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934727_200106_2107_29.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَقامَ/يُقيمُ","rester, demeurer, redresser","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934728_200106_2107_50.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَمّا","quant à","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934729_200106_2109_51.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَوَّلُ/أَوَّلُون","premier(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934730_200106_2110_31.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"ساقٍ","échanson","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934732_200106_2111_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"سَنَةٌ/سِنونَ/سَنَواتٌ","année(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934733_200106_2111_43.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"صَلَبَ/يَصْلُبُ","crucifier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934734_200106_2111_59.mp3]","Qissas_an-nabiyîn_(3ème_année)::11_Tableau_27-28"
"أَخْصَبَ/يُخْصِبُ","se trouver dans un pays fertile","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934832_200107_1434_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"أخْضَر/خُضْرٌ","vert(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934833_200107_1434_52.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"أَعْجَفُ/عِجافٌ","maigre(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934834_200107_1435_03.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"بُخْلٌ","avarice","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934835_200107_1435_16.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"بَقَرٌ/ بَقَرَةٌ","vache","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934836_200107_1435_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"تَدْبيرٌ","marche à suivre, conduite, arrangement","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934837_200107_1435_47.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"جِلْسٌ/جُلَساءُ","sujet(s) de la cour, compagnon(s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934838_200107_1436_01.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"حَصَدَ/يَحْصُدُ","récolter","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934839_200107_1436_11.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"حَقيقَةٌ","sens, vérité","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934840_200107_1436_21.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"خَزَنَ/يَخْزُنُ","emmagasiner,  stocker","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934841_200107_1436_32.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"خَلْقٌ","création","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934842_200107_1436_45.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"دَلَّ/يَدُّلُ","indiquer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934843_200107_1436_54.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"زَرَعَ/يَزْرَعُ","semer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934844_200107_1437_05.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"سَبْعٌ","sept","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934845_200107_1437_15.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"سَمِينٌ/سِمانٌ","gros","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934846_200107_1437_27.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"سُنْبُلٌ/سُنْبُلَةٌ/سَنابِلُ/سُنْبُلاتٌ","épi( s)","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934847_200107_1437_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"طالَ/يَطولُ","durer","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934848_200107_1437_49.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"عامٌّ","général","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934850_200107_1438_06.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"قَحْطٌ","sécheresse","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934851_200107_1438_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"قَليلٌ","peu","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934852_200107_1438_30.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"مُشْفِقٌ","compatissant, charitable","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934853_200107_1438_41.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"نائِمٌ","celui qui dort","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934854_200107_1438_53.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"نَصْرٌ","secours, aide","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934855_200107_1439_04.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"يابِسٌ","sec","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934856_200107_1439_18.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"اسْتَخْلَصَ/يَسْتَخْلِصُ","se réserver","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934857_200208_2026_44.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"اشْتاقَ/يَشْتاقُ","désirer ardemment","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934858_200107_1439_46.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"صِدّيقٌ/صِدّيقٌون","véridique","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934859_200107_1439_58.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"لِقاءٌ","rencontre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934860_200107_1440_12.mp3]","Qissas_an-nabiyîn_(3ème_année)::12_Tableau_29-30"
"أَبِيٌّ","âme élevée","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934909_200107_1440_37.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"أَسْرَعَ/يُسْرِعُ","se dépêcher","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934910_200107_1440_48.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"أَمْسِ","hier","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934911_200107_1440_58.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
"انْتَظَرَ/يَنْتَظِرُ","attendre","[sound:qissas-an-nabiyin-3eme-annee_1343588c_129934912_200107_1441_09.mp3]","Qissas_an-nabiyîn_(3ème_année)::13_Tableau_31-32"
